row_id,player_name,college,country,draft_number,draft_round,draft_year
250,Randolph Childress,Wake Forest,USA,19,1,1995
4697,Randolph Morris,Kentucky,USA,Undrafted,Undrafted,Undrafted
251,Randy Brown,New Mexico State,USA,31,2,1991
4698,Randy Foye,Villanova,USA,7,1,2006
4157,Randy Holcomb,San Diego State,USA,56,2,2002
252,Randy Livingston,Louisiana State,USA,42,2,1996
4155,Rashad McCants,North Carolina,USA,14,1,2005
8666,Rashad Vaughn,UNLV,USA,17,1,2015
1178,Rashard Lewis,None,USA,32,2,1998
253,Rasheed Wallace,North Carolina,USA,4,1,1995
1180,Rasho Nesterovic,None,Slovenia,17,1,1998
2883,Rasual Butler,La Salle,USA,52,2,2002
2384,Ratko Varda,None,Yugoslavia,Undrafted,Undrafted,Undrafted
3253,Raul Lopez,None,Spain,24,1,2001
8668,Raul Neto,None,Brazil,47,2,2013
10408,Rawle Alkins,None,USA,Undrafted,Undrafted,Undrafted
4150,Rawle Marshall,Oakland,USA,Undrafted,Undrafted,Undrafted
254,Ray Allen,Connecticut,USA,5,1,1996
7689,Ray McCallum,Detroit Mercy,USA,36,2,2013
255,Ray Owes,Arizona,USA,Undrafted,Undrafted,Undrafted
10409,Ray Spalding,Louisville,USA,56,2,2018
10940,Rayjon Tucker,None,USA,Undrafted,Undrafted,Undrafted
4148,Raymond Felton,North Carolina,USA,5,1,2005
3251,Reece Gaines,Louisville,USA,15,1,2003
7666,Reggie Bullock,North Carolina,USA,25,1,2013
2885,Reggie Evans,Iowa,USA,Undrafted,Undrafted,Undrafted
256,Reggie Geary,Arizona,USA,56,2,1996
629,Reggie Hanson,Kentucky,USA,Undrafted,Undrafted,1998
9770,Reggie Hearn,Northwestern,USA,Undrafted,Undrafted,Undrafted
6885,Reggie Jackson,Boston College,USA,24,1,2011
257,Reggie Jordan,New Mexico State,USA,Undrafted,Undrafted,Undrafted
258,Reggie Miller,UCLA,USA,11,1,1987
259,Reggie Slater,Wyoming,USA,Undrafted,Undrafted,Undrafted
260,Reggie Williams,Georgetown,USA,4,1,1987
4709,Renaldo Balkman,South Carolina,USA,20,1,2006
4710,Renaldo Major,Fresno State,USA,Undrafted,Undrafted,Undrafted
262,Rex Chapman,Kentucky,USA,8,1,1988
274,Rex Walters,Kansas,USA,16,1,1993
1572,Richard Hamilton,Connecticut,USA,7,1,1999
2379,Richard Jefferson,Arizona,USA,13,1,2001
263,Richard Manning,Washington,USA,40,2,1993
8674,Richaun Holmes,Bowling Green,USA,37,2,2015
3246,Richie Frahm,Gonzaga,USA,Undrafted,Undrafted,Undrafted
623,Rick Brunson,Temple,USA,Undrafted,Undrafted,Undrafted
264,Rick Fox,North Carolina,Canada,24,1,1991
1575,Rick Hughes,Thomas More,USA,Undrafted,Undrafted,Undrafted
265,Rick Mahorn,Hampton,USA,35,2,1980
1139,Ricky Davis,Iowa,USA,21,1,1998
7633,Ricky Ledo,Providence,USA,43,2,2013
266,Ricky Pierce,Rice,USA,18,1,1982
6891,Ricky Rubio,None,Spain,5,1,2009
267,Rik Smits,Marist,USA,2,1,1988
5633,Rob Kurz,Notre Dame,USA,Undrafted,Undrafted,Undrafted
7638,Robbie Hummel,Purdue,USA,58,2,2012
2893,Robert Archibald,Illinois,Scotland,31,2,2002
7637,Robert Covington,Tennessee State,USA,Undrafted,Undrafted,Undrafted
4714,Robert Hite,Miami (FL),USA,Undrafted,Undrafted,Undrafted
268,Robert Horry,Alabama,USA,11,1,1992
269,Robert Pack,Southern California,USA,Undrafted,Undrafted,Undrafted
270,Robert Parish,Centenary (LA),USA,8,1,1976
7254,Robert Sacre,Gonzaga,Canada,60,2,2012
3684,Robert Swift,None,USA,12,1,2004
1129,Robert Traylor,Michigan,USA,6,1,1998
271,Robert Werdann,St. John's (NY),USA,46,2,1992
4196,Robert Whaley,Walsh,USA,51,2,2005
10416,Robert Williams III,Texas A&M,USA,27,1,2018
5631,Robin Lopez,Stanford,USA,15,1,2008
272,Rod Strickland,DePaul,USA,19,1,1988
10418,Rodions Kurucs,None,Latvia,40,2,2018
1582,Rodney Buford,Creighton,USA,53,2,1999
4690,Rodney Carney,Memphis,USA,16,1,2006
8465,Rodney Hood,Duke,USA,23,1,2014
9347,Rodney McGruder,Kansas State,USA,Undrafted,Undrafted,Undrafted
9783,Rodney Purvis,Connecticut,USA,Undrafted,Undrafted,Undrafted
273,Rodney Rogers,Wake Forest,USA,9,1,1993
5329,Rodney Stuckey,Eastern Washington,USA,15,1,2007
2369,Rodney White,North Carolina-Charlotte,USA,9,1,2001
614,Rodrick Rhodes,Southern California,USA,24,1,1997
6045,Rodrigue Beaubois,None,France,25,1,2009
2900,Roger Mason Jr.,Virginia,USA,30,2,2002
4688,Roger Powell,Illinois,USA,Undrafted,Undrafted,Undrafted
5627,Roko Ukic,None,USA,41,2,2005
10919,Romeo Langford,Indiana,USA,14,1,2019
9313,Ron Baker,Wichita State,USA,Undrafted,Undrafted,Undrafted
249,Ron Harper,Miami (OH),USA,8,1,1986
612,Ron Mercer,Kentucky,USA,6,1,1997
3232,Ronald Dupree,Louisiana State,USA,Undrafted,Undrafted,Undrafted
8681,Rondae Hollis-Jefferson,Arizona,USA,23,1,2015
4663,Ronnie Brewer,Arkansas,USA,14,1,2006
4194,Ronnie Price,Utah Valley,USA,Undrafted,Undrafted,Undrafted
4193,Ronny Turiaf,Gonzaga,France,37,2,2005
261,Rony Seikaly,Syracuse,USA,9,1,1988
1136,Roshown McLeod,Duke,USA,20,1,1998
5623,Roy Hibbert,Georgetown,USA,17,1,2008
248,Roy Rogers,Alabama,USA,22,1,1996
3734,Royal Ivey,Texas,USA,37,2,2004
9781,Royce O'Neale,Baylor,USA,Undrafted,Undrafted,Undrafted
7627,Royce White,Iowa State,USA,16,1,2012
2367,Ruben Boumtje-Boumtje,Georgetown,USA,49,2,2001
2193,Ruben Garces,Providence,USA,Undrafted,Undrafted,Undrafted
233,Ruben Nembhard,Weber State,USA,Undrafted,Undrafted,Undrafted
1137,Ruben Patterson,Cincinnati,USA,31,2,1998
2190,Ruben Wolkowyski,None,Argentina,Undrafted,Undrafted,Undrafted
5621,Rudy Fernandez,None,Spain,24,1,2007
4668,Rudy Gay,Connecticut,USA,8,1,2006
7631,Rudy Gobert,None,France,27,1,2013
10892,Rui Hachimura,Gonzaga,Japan,9,1,2019
222,Rumeal Robinson,Michigan,USA,10,1,1990
8453,Russ Smith,Louisville,USA,47,2,2014
5676,Russell Westbrook,UCLA,USA,4,1,2008
609,Rusty LaRue,Wake Forest,USA,Undrafted,Undrafted,Undrafted
5731,Ryan Anderson,California,USA,21,1,2008
9775,Ryan Arcidiacono,Villanova,USA,Undrafted,Undrafted,Undrafted
1590,Ryan Bowen,Iowa,USA,55,2,1998
10364,Ryan Broekhoff,None,Australia,Undrafted,Undrafted,Undrafted
4189,Ryan Gomes,Providence,USA,50,2,2005
4670,Ryan Hollins,UCLA,USA,50,2,2006
2864,Ryan Humphrey,Notre Dame,USA,19,1,2002
7662,Ryan Kelly,Duke,USA,48,2,2013
6907,Ryan Reid,Florida State,USA,57,2,2010
1565,Ryan Robertson,Kansas,USA,45,2,1999
1140,Ryan Stack,South Carolina,USA,48,2,1998
8989,Salah Mejri,None,Tunisia,Undrafted,Undrafted,Undrafted
4188,Salim Stoudamire,Arizona,USA,31,2,2005
223,Sam Cassell,Florida State,USA,24,1,1993
8990,Sam Dekker,Wisconsin,USA,18,1,2015
1141,Sam Jacobson,Minnesota,USA,26,1,1998
224,Sam Mack,Houston,USA,Undrafted,Undrafted,Undrafted
225,Sam Mitchell,Mercer,USA,54,3,1985
226,Sam Perkins,North Carolina,USA,4,1,1984
6030,Sam Young,Pittsburgh,USA,36,2,2009
227,Samaki Walker,Louisville,USA,9,1,1996
6645,Samardo Samuels,Louisville,Jamaica,Undrafted,Undrafted,Undrafted
2390,Samuel Dalembert,Seton Hall,Haiti,26,1,2001
4184,Sarunas Jasikevicius,Maryland,USSR,Undrafted,Undrafted,Undrafted
228,Sarunas Marciulionis,None,USA,127,6,1987
229,Sasha Danilovic,None,USA,43,2,1992
8991,Sasha Kaun,Kansas,Russia,56,2,2008
3279,Sasha Pavlovic,None,Montenegro,19,1,2003
3726,Sasha Vujacic,None,Slovenia,27,1,2004
645,Scot Pollard,Kansas,USA,19,1,1997
230,Scott Brooks,California-Irvine,USA,Undrafted,Undrafted,Undrafted
231,Scott Burrell,Connecticut,USA,20,1,1993
7274,Scott Machado,Iona,USA,Undrafted,Undrafted,Undrafted
1548,Scott Padgett,Kentucky,USA,28,1,1999
232,Scott Williams,North Carolina,USA,Undrafted,Undrafted,Undrafted
234,Scottie Pippen,Central Arkansas,USA,5,1,1987
7659,Scotty Hopson,Tennessee,USA,Undrafted,Undrafted,Undrafted
2182,Sean Colson,North Carolina-Charlotte,USA,Undrafted,Undrafted,Undrafted
246,Sean Elliott,Arizona,USA,3,1,1989
653,Sean Higgins,Michigan,USA,54,2,1990
8436,Sean Kilpatrick,Cincinnati,USA,Undrafted,Undrafted,Undrafted
2860,Sean Lampley,California,USA,44,2,2001
1151,Sean Marks,California,New Zealand,44,2,1998
4178,Sean May,North Carolina,USA,13,1,2005
235,Sean Rooks,Arizona,USA,30,2,1992
5722,Sean Singletary,Virginia,USA,42,2,2008
5310,Sean Williams,Boston College,USA,17,1,2007
3721,Sebastian Telfair,None,USA,13,1,2004
236,Sedale Threatt,West Virginia Tech,USA,139,6,1983
10897,Sekou Doumbouya,None,Guinea,15,1,2019
9311,Semaj Christon,Xavier,USA,55,2,2014
9835,Semi Ojeleye,Southern Methodist,USA,37,2,2017
6573,Semih Erden,None,Turkey,60,2,2008
6026,Serge Ibaka,None,Democratic Republic of the Congo,24,1,2008
4176,Sergei Monia,None,Russia,23,1,2004
7657,Sergey Karasev,None,Russia,19,1,2013
4682,Sergio Rodriguez,None,Spain,27,1,2006
7656,Seth Curry,Duke,USA,Undrafted,Undrafted,Undrafted
7655,Shabazz Muhammad,UCLA,USA,14,1,2013
8450,Shabazz Napier,Connecticut,USA,24,1,2014
10372,Shai Gilgeous-Alexander,Kentucky,Canada,11,1,2018
10373,Shake Milton,Southern Methodist,USA,54,2,2018
1153,Shammond Williams,North Carolina,USA,34,2,1998
10904,Shamorie Ponds,None,USA,Undrafted,Undrafted,Undrafted
237,Shandon Anderson,Georgia,USA,54,2,1996
2406,Shane Battier,Duke,USA,6,1,2001
7653,Shane Edwards,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted
238,Shane Heal,None,USA,Undrafted,Undrafted,Undrafted
7652,Shane Larkin,Miami (FL),USA,18,1,2013
4685,Shannon Brown,Michigan State,USA,25,1,2006
9897,Shaquille Harrison,Tulsa,USA,Undrafted,Undrafted,Undrafted
239,Shaquille O'Neal,Louisiana State,USA,1,1,1992
240,Shareef Abdur-Rahim,California,USA,3,1,1996
241,Sharone Wright,Clemson,USA,6,1,1994
4143,Sharrod Ford,Clemson,USA,Undrafted,Undrafted,Undrafted
3716,Shaun Livingston,None,USA,4,1,2004
4141,Shavlik Randolph,Duke,USA,Undrafted,Undrafted,Undrafted
242,Shawn Bradley,Brigham Young,USA,2,1,1993
243,Shawn Kemp,Trinity Valley Community College,USA,17,1,1989
9318,Shawn Long,Louisiana-Lafayette,USA,Undrafted,Undrafted,Undrafted
1560,Shawn Marion,Nevada-Las Vegas,USA,9,1,1999
332,Shawn Respert,Michigan State,USA,8,1,1995
4748,Shawne Williams,Memphis,USA,17,1,2006
245,Shawnelle Scott,St. John's (NY),USA,43,2,1994
8449,Shayne Whittington,Western Michigan,USA,Undrafted,Undrafted,Undrafted
643,Shea Seals,Tulsa,USA,Undrafted,Undrafted,Undrafted
4749,Shelden Williams,Duke,USA,5,1,2006
9319,Sheldon Mac,Miami (Fla.),USA,Undrafted,Undrafted,Undrafted
6862,Shelvin Mack,Butler,USA,34,2,2011
247,Sherman Douglas,Syracuse,USA,28,2,1989
6564,Sherron Collins,Kansas,USA,Undrafted,Undrafted,Undrafted
8472,Sim Bhullar,New Mexico State,Canada,Undrafted,Undrafted,Undrafted
9894,Sindarius Thornwell,South Carolina,USA,48,2,2017
9321,Skal Labissiere,Kentucky,Haiti,28,1,2016
2113,Slava Medvedenko,None,Ukraine,Undrafted,Undrafted,Undrafted
3263,Slavko Vranes,None,USA,39,2,2003
2871,Smush Parker,Fordham,USA,Undrafted,Undrafted,Undrafted
6563,Solomon Alabi,Florida State,Nigeria,50,2,2010
7683,Solomon Hill,Arizona,USA,23,1,2013
4752,Solomon Jones,South Florida,USA,33,2,2006
5747,Sonny Weems,Arkansas,USA,39,2,2008
2112,Soumaila Samake,None,Mali,36,2,2000
2398,Speedy Claxton,Hofstra,USA,20,1,2000
8474,Spencer Dinwiddie,Colorado,USA,38,2,2014
5239,Spencer Hawes,Washington,USA,10,1,2007
641,Spud Webb,North Carolina State,USA,87,4,1985
276,Stacey Augmon,Nevada-Las Vegas,USA,9,1,1991
303,Stacey King,Oklahoma,USA,6,1,1989
9007,Stanley Johnson,Arizona,USA,8,1,2015
277,Stanley Roberts,Louisiana State,USA,23,1,1991
10910,Stanton Kidd,Colorado State,USA,Undrafted,Undrafted,Undrafted
5238,Stephane Lasme,Massachusetts,Gabon,46,2,2007
6094,Stephen Curry,Davidson,USA,7,1,2009
4106,Stephen Graham,Oklahoma State,USA,Undrafted,Undrafted,Undrafted
306,Stephen Howard,DePaul,USA,Undrafted,Undrafted,Undrafted
2110,Stephen Jackson,Butler Community College,USA,42,2,1997
9327,Stephen Zimmerman,Nevada-Las Vegas,USA,41,2,2016
307,Stephon Marbury,Georgia Tech,USA,4,1,1996
9888,Sterling Brown,Southern Methodist,USA,46,2,2017
3257,Steve Blake,Maryland,USA,38,2,2003
1592,Steve Francis,Maryland,USA,2,1,1999
2107,Steve Goodrich,Princeton,USA,Undrafted,Undrafted,Undrafted
308,Steve Hamer,Tennessee,USA,38,2,1996
636,Steve Henson,Kansas State,USA,44,2,1990
309,Steve Kerr,Arizona,USA,50,2,1988
310,Steve Nash,Santa Clara,Canada,15,1,1996
4760,Steve Novak,Marquette,USA,32,2,2006
311,Steve Scheffler,Purdue,USA,39,2,1990
7763,Steven Adams,Pittsburgh,New Zealand,12,1,2013
5738,Steven Hill,Arkansas,USA,Undrafted,Undrafted,Undrafted
2362,Steven Hunter,DePaul,USA,15,1,2001
312,Steven Smith,Michigan State,USA,5,1,1991
313,Stevin Smith,Arizona State,USA,Undrafted,Undrafted,Undrafted
314,Stojko Vrankovic,None,USA,Undrafted,Undrafted,Undrafted
2104,Stromile Swift,Louisiana State,USA,2,1,2000
5736,Sun Sun,None,USA,40,2,2007
6102,Sundiata Gaines,Georgia,USA,Undrafted,Undrafted,Undrafted
10385,Svi Mykhailiuk,Kansas,Ukraine,47,2,2018
3196,T.J. Ford,Texas,USA,8,1,2003
9012,T.J. McConnell,Arizona,USA,Undrafted,Undrafted,Undrafted
9885,T.J. Warren,North Carolina State,USA,14,1,2014
9884,TJ Leaf,UCLA,USA,18,1,2017
8501,TJ Warren,North Carolina State,USA,14,1,2014
10950,Tacko Fall,None,Senegal,Undrafted,Undrafted,Undrafted
10389,Tahjere McCall,Tennessee State,USA,Undrafted,Undrafted,Undrafted
6103,Taj Gibson,Southern California,USA,26,1,2009
10952,Talen Horton-Tucker,Iowa State,USA,46,2,2019
2936,Tamar Slay,Marshall,USA,53,2,2002
2346,Tang Hamilton,Mississippi State,USA,Undrafted,Undrafted,Undrafted
4765,Tarence Kinsey,South Carolina,USA,Undrafted,Undrafted,Undrafted
8503,Tarik Black,Kansas,USA,Undrafted,Undrafted,Undrafted
603,Tariq Abdul-Wahad,San Jose State,France,11,1,1997
10985,Tariq Owens,Texas Tech,USA,Undrafted,Undrafted,Undrafted
5226,Taurean Green,Florida,USA,52,2,2007
9402,Taurean Prince,Baylor,USA,12,1,2016
6104,Taylor Griffin,Oklahoma,USA,48,2,2009
2938,Tayshaun Prince,Kentucky,USA,23,1,2002
10987,Terance Mann,Florida State,USA,48,2,2019
10988,Terence Davis,None,USA,Undrafted,Undrafted,Undrafted
2329,Terence Morris,Maryland,USA,33,2,2001
9901,Terrance Ferguson,None,USA,21,1,2017
2102,Terrance Roberson,Fresno State,USA,Undrafted,Undrafted,Undrafted
6875,Terrel Harris,Oklahoma State,USA,Undrafted,Undrafted,Undrafted
315,Terrell Brandon,Oregon,USA,11,1,1991
7296,Terrence Jones,Kentucky,USA,18,1,2012
7304,Terrence Ross,Washington,USA,8,1,2012
6106,Terrence Williams,Louisville,USA,11,1,2009
316,Terry Cummings,DePaul,USA,2,1,1982
572,Terry Davis,Virginia Union,USA,Undrafted,Undrafted,Undrafted
318,Terry Dehere,Seton Hall,USA,13,1,1993
330,Terry Mills,Michigan,USA,16,1,1990
319,Terry Porter,Wisconsin-Stevens Point,USA,24,1,1985
8960,Terry Rozier,Louisville,USA,16,1,2015
4767,Thabo Sefolosha,None,Switzerland,13,1,2006
5223,Thaddeus Young,Georgia Tech,USA,12,1,2007
8963,Thanasis Antetokounmpo,None,Greece,51,2,2014
10464,Theo Pinson,None,USA,Undrafted,Undrafted,Undrafted
320,Theo Ratliff,Wyoming,USA,18,1,1995
3192,Theron Smith,Ball State,USA,Undrafted,Undrafted,Undrafted
9920,Thomas Bryant,Indiana,USA,42,2,2017
5221,Thomas Gardner,Missouri,USA,Undrafted,Undrafted,Undrafted
1629,Thomas Hamilton,Pittsburgh,USA,Undrafted,Undrafted,Undrafted
7278,Thomas Robinson,Kansas,USA,5,1,2012
10466,Thomas Welsh,UCLA,USA,58,2,2018
9409,Thon Maker,None,South Sudan,10,1,2016
987,Thurl Bailey,North Carolina State,USA,7,1,1983
6575,Tiago Splitter,None,Brazil,28,1,2007
8966,Tibor Pleiss,None,Germany,31,2,2010
2325,Tierre Brown,McNeese State,USA,Undrafted,Undrafted,Undrafted
567,Tim Breaux,Wyoming,USA,Undrafted,Undrafted,Undrafted
566,Tim Duncan,Wake Forest,US Virgin Islands,1,1,1997
8512,Tim Frazier,None,USA,Undrafted,Undrafted,Undrafted
321,Tim Hardaway,Texas-El Paso,USA,14,1,1989
7753,Tim Hardaway Jr.,Michigan,USA,24,1,2013
1633,Tim James,Miami (FL),USA,25,1,1999
322,Tim Kempton,Notre Dame,USA,124,6,1986
323,Tim Legler,La Salle,USA,Undrafted,Undrafted,Undrafted
7281,Tim Ohlbrecht,None,Germany,Undrafted,Undrafted,Undrafted
9413,Tim Quarterman,Louisiana State,USA,Undrafted,Undrafted,Undrafted
562,Tim Thomas,Villanova,USA,7,1,1997
1635,Tim Young,Stanford,USA,56,2,1999
6608,Timofey Mozgov,None,Russia,Undrafted,Undrafted,Undrafted
9415,Timothe Luwawu-Cabarrot,None,France,24,1,2016
2945,Tito Maddox,Fresno State,USA,37,2,2002
6882,Tobias Harris,Tennessee,USA,19,1,2011
982,Toby Bailey,UCLA,USA,45,2,1998
324,Todd Day,Arkansas,USA,8,1,1992
325,Todd Fuller,North Carolina State,USA,11,1,1996
1639,Todd MacCulloch,Washington,Canada,47,2,1999
326,Tom Chambers,Utah,USA,8,1,1981
327,Tom Gugliotta,North Carolina State,USA,6,1,1992
328,Tom Hammonds,Georgia Tech,USA,9,1,1989
9417,Tomas Satoransky,None,Czech Republic,32,2,2012
6112,Toney Douglas,Florida State,USA,29,1,2009
329,Toni Kukoc,None,Croatia,29,2,1990
3634,Tony Allen,Oklahoma State,USA,25,1,2004
555,Tony Battie,Texas Tech,USA,5,1,1997
3632,Tony Bobbitt,Cincinnati,USA,Undrafted,Undrafted,Undrafted
9910,Tony Bradley,North Carolina,USA,28,1,2017
305,Tony Delk,Kentucky,USA,16,1,1996
317,Tony Dumas,Missouri-Kansas City,USA,19,1,1994
552,Tony Farmer,Nebraska,USA,Undrafted,Undrafted,Undrafted
304,Tony Massenburg,Maryland,USA,43,2,1990
7771,Tony Mitchell,North Texas,USA,37,2,2013
2314,Tony Parker,None,France,28,1,2001
289,Tony Smith,Marquette,USA,51,2,1990
7787,Tony Snell,New Mexico,USA,20,1,2013
7287,Tony Wroten,Washington,USA,25,1,2012
7288,Tornike Shengelia,None,Georgia,54,2,2012
3182,Torraye Braggs,Xavier,USA,57,2,1998
9907,Torrey Craig,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted
7784,Toure' Murry,Wichita State,USA,Undrafted,Undrafted,Undrafted
575,Tracy McGrady,None,USA,9,1,1997
278,Tracy Moore,Tulsa,USA,Undrafted,Undrafted,Undrafted
279,Tracy Murray,UCLA,USA,18,1,1992
10477,Trae Young,Oklahoma,USA,5,1,2018
1594,Trajan Langdon,Duke,USA,11,1,1999
280,Travis Best,Georgia Tech,USA,23,1,1995
4098,Travis Diener,Marquette,USA,38,2,2005
3178,Travis Hansen,Brigham Young,USA,37,2,2003
281,Travis Knight,Connecticut,USA,29,1,1996
6708,Travis Leslie,Georgia,USA,47,2,2011
3177,Travis Outlaw,None,USA,23,1,2003
8480,Travis Wear,UCLA,USA,Undrafted,Undrafted,Undrafted
600,Travis Williams,South Carolina State,USA,Undrafted,Undrafted,Undrafted
2308,Tremaine Fowlkes,Fresno State,USA,54,2,1998
11007,Tremont Waters,Louisiana State,USA,51,2,2019
2331,Trenton Hassell,Austin Peay,USA,29,2,2001
9427,Treveon Graham,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted
10479,Trevon Duval,None,USA,Undrafted,Undrafted,Undrafted
3654,Trevor Ariza,UCLA,USA,43,2,2004
6602,Trevor Booker,Clemson,USA,23,1,2010
990,Trevor Winter,Minnesota,USA,Undrafted,Undrafted,Undrafted
7780,Trey Burke,Michigan,USA,9,1,2013
6065,Trey Gilder,Northwestern State,USA,Undrafted,Undrafted,Undrafted
5680,Trey Johnson,Jackson State,USA,Undrafted,Undrafted,Undrafted
8980,Trey Lyles,Kentucky,USA,12,1,2015
9879,Trey McKinney-Jones,Miami (FL),USA,Undrafted,Undrafted,Undrafted
6713,Trey Thompkins,Georgia,USA,37,2,2011
6714,Tristan Thompson,Texas,Canada,4,1,2011
3202,Troy Bell,Boston College,USA,16,1,2003
10484,Troy Brown Jr.,Oregon,USA,15,1,2018
10485,Troy Caupain,Cincinnati,USA,Undrafted,Undrafted,Undrafted
7778,Troy Daniels,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted
599,Troy Hudson,Southern Illinois,USA,Undrafted,Undrafted,Undrafted
2333,Troy Murphy,Notre Dame,USA,14,1,2001
9154,Troy Williams,Indiana,USA,Undrafted,Undrafted,Undrafted
10983,Ty Jerome,Virginia,USA,24,1,2019
6067,Ty Lawson,North Carolina,USA,18,1,2009
9853,Tyler Cavanaugh,George Washington,USA,Undrafted,Undrafted,Undrafted
10982,Tyler Cook,None,USA,Undrafted,Undrafted,Undrafted
10459,Tyler Davis,None,USA,Undrafted,Undrafted,Undrafted
9852,Tyler Dorsey,Oregon,USA,41,2,2017
8487,Tyler Ennis,Syracuse,Canada,18,1,2014
6068,Tyler Hansbrough,North Carolina,USA,13,1,2009
10966,Tyler Herro,Kentucky,USA,13,1,2019
6718,Tyler Honeycutt,UCLA,USA,35,2,2011
8489,Tyler Johnson,Fresno State,USA,Undrafted,Undrafted,Undrafted
9849,Tyler Lydon,Syracuse,USA,24,1,2017
9139,Tyler Ulis,Kentucky,USA,34,2,2016
7178,Tyler Zeller,North Carolina,USA,17,1,2012
6069,Tyreke Evans,Memphis,USA,4,1,2009
282,Tyrone Corbin,DePaul,USA,35,2,1985
283,Tyrone Hill,Xavier,USA,11,1,1990
1010,Tyrone Nesby,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted
9845,Tyrone Wallace,California,USA,60,2,2016
1009,Tyronn Lue,Nebraska,USA,23,1,1998
4725,Tyrus Thomas,Louisiana State,USA,4,1,2006
7181,Tyshawn Taylor,Kansas,USA,41,2,2012
2356,Tyson Chandler,None,USA,2,1,2001
1008,Tyson Wheeler,Rhode Island,USA,47,2,1998
284,Tyus Edney,UCLA,USA,47,2,1995
9051,Tyus Jones,Duke,USA,24,1,2015
3224,Udonis Haslem,Florida,USA,Undrafted,Undrafted,Undrafted
4728,Uros Slokar,None,USA,58,2,2005
7769,Vander Blue,Marquette,USA,Undrafted,Undrafted,Undrafted
4729,Vassilis Spanoulis,None,USA,50,2,2004
6723,Vernon Macklin,Florida,USA,52,2,2011
285,Vernon Maxwell,Florida,USA,47,2,1988
7184,Viacheslav Kravtsov,None,Ukraine,Undrafted,Undrafted,Undrafted
10958,Vic Law,Northwestern,USA,Undrafted,Undrafted,Undrafted
2355,Victor Alexander,Iowa State,USA,17,1,1991
7186,Victor Claver,None,Spain,22,1,2009
7725,Victor Oladipo,Indiana,USA,2,1,2013
3674,Viktor Khryapa,None,Russia,22,1,2004
286,Vin Baker,Hartford,USA,8,1,1993
1005,Vince Carter,North Carolina,USA,5,1,1998
287,Vincent Askew,Memphis,USA,39,2,1987
10436,Vincent Edwards,Purdue,USA,52,2,2018
9838,Vincent Hunter,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted
10961,Vincent Poirier,None,France,Undrafted,Undrafted,Undrafted
2912,Vincent Yarbrough,Tennessee,USA,32,2,2002
288,Vinny Del Negro,North Carolina State,USA,29,2,1988
290,Vitaly Potapenko,Wright State,Ukraine,12,1,1996
7723,Vitor Faverani,None,Brazil,Undrafted,Undrafted,Undrafted
302,Vlade Divac,None,Serbia and Montenegro,26,1,1989
2349,Vladimir Radmanovic,None,Serbia,12,1,2001
1001,Vladimir Stepania,None,Georgia,27,1,1998
10962,Vlatko Cancar,None,Slovenia,49,2,2017
4129,Von Wafer,Florida State,USA,39,2,2005
1609,Vonteego Cummings,Pittsburgh,USA,26,1,1999
291,Voshon Lenard,Minnesota,USA,46,2,1994
9121,Wade Baldwin IV,Vanderbilt,USA,17,1,2016
6727,Walker Russell,Jacksonville State,USA,78,4,1982
1611,Wally Szczerbiak,Miami (OH),USA,6,1,1999
9858,Walt Lemon Jr.,None,USA,Undrafted,Undrafted,Undrafted
292,Walt Williams,Maryland,USA,7,1,1992
4735,Walter Herrmann,None,USA,Undrafted,Undrafted,Undrafted
293,Walter McCarty,Kentucky,USA,19,1,1996
5706,Walter Sharpe,Alabama-Birmingham,USA,32,2,2008
1868,Wang Zhi-zhi,None,China,36,2,1999
294,Wayman Tisdale,Oklahoma,USA,2,1,1985
6075,Wayne Ellington,North Carolina,USA,28,1,2009
9123,Wayne Selden,Kansas,USA,Undrafted,Undrafted,Undrafted
4125,Wayne Simien,Kansas,USA,29,1,2005
1614,Wayne Turner,Kentucky,USA,Undrafted,Undrafted,Undrafted
10441,Wendell Carter Jr.,Duke,USA,7,1,2018
10965,Wenyen Gabriel,None,Sudan,Undrafted,Undrafted,Undrafted
9877,Wes Iwundu,Kansas State,USA,33,2,2017
6589,Wesley Johnson,Syracuse,USA,4,1,2010
6076,Wesley Matthews,Marquette,USA,Undrafted,Undrafted,Undrafted
295,Wesley Person,Auburn,USA,23,1,1994
7191,Will Barton,Memphis,USA,40,2,2012
4775,Will Blalock,Iowa State,USA,60,2,2006
4124,Will Bynum,Georgia Tech,USA,Undrafted,Undrafted,Undrafted
8146,Will Cherry,Montana,USA,Undrafted,Undrafted,Undrafted
4738,Will Conroy,Washington,USA,Undrafted,Undrafted,Undrafted
296,Will Perdue,Vanderbilt,USA,11,1,1988
2340,Will Solomon,Clemson,USA,32,2,2001
1701,William Avery,Duke,USA,14,1,1999
584,William Cunningham,Temple,USA,Undrafted,Undrafted,Undrafted
10969,William Howard,None,France,Undrafted,Undrafted,Undrafted
297,Willie Anderson,Georgia,USA,10,1,1988
298,Willie Burton,Minnesota,USA,9,1,1990
9058,Willie Cauley-Stein,Kentucky,USA,6,1,2015
